video_id,frame_id,timestamp_seconds,output_path,status,split,annotated,reviewed
video-1,video-1__f000134__t5.600,5.6,data\frames\video-1\frame_000029.png,selected,train,False,False
video-1,video-1__f000139__t5.800,5.8,data\frames\video-1\frame_000030.png,selected,train,False,False
video-1,video-1__f000144__t6.000,6.0,data\frames\video-1\frame_000031.png,selected,train,False,False
video-1,video-1__f000149__t6.200,6.2,data\frames\video-1\frame_000032.png,selected,train,False,False
video-1,video-1__f000154__t6.400,6.4,data\frames\video-1\frame_000033.png,selected,train,True,False
video-1,video-1__f000158__t6.600,6.6,data\frames\video-1\frame_000034.png,selected,train,False,False
video-1,video-1__f000163__t6.800,6.8,data\frames\video-1\frame_000035.png,selected,train,False,False
video-1,video-1__f000168__t7.000,7.0,data\frames\video-1\frame_000036.png,selected,train,False,False
video-1,video-1__f000173__t7.200,7.2,data\frames\video-1\frame_000037.png,selected,train,False,False
video-1,video-1__f000178__t7.400,7.4,data\frames\video-1\frame_000038.png,selected,train,True,False
video-1,video-1__f000182__t7.600,7.6,data\frames\video-1\frame_000039.png,selected,train,False,False
video-1,video-1__f000187__t7.800,7.8,data\frames\video-1\frame_000040.png,selected,train,False,False
video-1,video-1__f000192__t8.000,8.0,data\frames\video-1\frame_000041.png,selected,train,False,False
video-1,video-1__f000197__t8.200,8.2,data\frames\video-1\frame_000042.png,selected,train,False,False
video-1,video-1__f000202__t8.400,8.4,data\frames\video-1\frame_000043.png,selected,train,True,False
video-1,video-1__f000206__t8.600,8.6,data\frames\video-1\frame_000044.png,selected,train,False,False
video-1,video-1__f000211__t8.800,8.8,data\frames\video-1\frame_000045.png,selected,train,False,False
video-1,video-1__f000216__t9.000,9.0,data\frames\video-1\frame_000046.png,selected,train,False,False
video-1,video-1__f000221__t9.200,9.2,data\frames\video-1\frame_000047.png,selected,train,False,False
video-1,video-1__f000226__t9.400,9.4,data\frames\video-1\frame_000048.png,selected,train,True,False
video-1,video-1__f000230__t9.600,9.6,data\frames\video-1\frame_000049.png,selected,train,False,False
video-1,video-1__f000235__t9.800,9.8,data\frames\video-1\frame_000050.png,selected,train,False,False
video-1,video-1__f000240__t10.000,10.0,data\frames\video-1\frame_000051.png,selected,train,False,False
video-1,video-1__f000245__t10.200,10.2,data\frames\video-1\frame_000052.png,excluded_duplicate,train,False,False
video-1,video-1__f000250__t10.400,10.4,data\frames\video-1\frame_000053.png,selected,train,True,False
video-1,video-1__f000254__t10.600,10.6,data\frames\video-1\frame_000054.png,selected,train,False,False
video-1,video-1__f000259__t10.800,10.8,data\frames\video-1\frame_000055.png,selected,train,False,False
video-1,video-1__f000264__t11.000,11.0,data\frames\video-1\frame_000056.png,selected,train,False,False
video-1,video-1__f000269__t11.200,11.2,data\frames\video-1\frame_000057.png,selected,train,False,False
video-1,video-1__f000274__t11.400,11.4,data\frames\video-1\frame_000058.png,selected,train,True,False
video-1,video-1__f000278__t11.600,11.6,data\frames\video-1\frame_000059.png,selected,train,False,False
video-1,video-1__f000283__t11.800,11.8,data\frames\video-1\frame_000060.png,selected,train,False,False
video-1,video-1__f000288__t12.000,12.0,data\frames\video-1\frame_000061.png,selected,train,False,False
video-1,video-1__f000293__t12.200,12.2,data\frames\video-1\frame_000062.png,selected,train,False,False
video-1,video-1__f000298__t12.400,12.4,data\frames\video-1\frame_000063.png,selected,train,True,False
video-1,video-1__f000302__t12.600,12.6,data\frames\video-1\frame_000064.png,selected,train,False,False
video-1,video-1__f000307__t12.800,12.8,data\frames\video-1\frame_000065.png,selected,train,False,False
video-1,video-1__f000312__t13.000,13.0,data\frames\video-1\frame_000066.png,selected,train,False,False
video-1,video-1__f000317__t13.200,13.2,data\frames\video-1\frame_000067.png,selected,train,False,False
video-1,video-1__f000322__t13.400,13.4,data\frames\video-1\frame_000068.png,selected,train,True,False
video-1,video-1__f000326__t13.600,13.6,data\frames\video-1\frame_000069.png,selected,train,False,False
video-1,video-1__f000331__t13.800,13.8,data\frames\video-1\frame_000070.png,selected,train,False,False
video-1,video-1__f000336__t14.000,14.0,data\frames\video-1\frame_000071.png,selected,train,False,False
video-1,video-1__f000341__t14.200,14.2,data\frames\video-1\frame_000072.png,selected,train,False,False
video-1,video-1__f000346__t14.400,14.4,data\frames\video-1\frame_000073.png,selected,train,True,False
video-1,video-1__f000350__t14.600,14.6,data\frames\video-1\frame_000074.png,selected,train,False,False
video-1,video-1__f000355__t14.800,14.8,data\frames\video-1\frame_000075.png,selected,train,False,False
video-1,video-1__f000360__t15.000,15.0,data\frames\video-1\frame_000076.png,selected,train,False,False
video-1,video-1__f000365__t15.200,15.2,data\frames\video-1\frame_000077.png,selected,train,False,False
video-1,video-1__f000370__t15.400,15.4,data\frames\video-1\frame_000078.png,selected,train,True,False
video-1,video-1__f000374__t15.600,15.6,data\frames\video-1\frame_000079.png,selected,train,False,False
video-1,video-1__f000379__t15.800,15.8,data\frames\video-1\frame_000080.png,selected,train,False,False
video-1,video-1__f000384__t16.000,16.0,data\frames\video-1\frame_000081.png,selected,train,False,False
video-1,video-1__f000389__t16.200,16.2,data\frames\video-1\frame_000082.png,selected,train,False,False
video-1,video-1__f000394__t16.400,16.4,data\frames\video-1\frame_000083.png,selected,train,True,False
video-1,video-1__f000398__t16.600,16.6,data\frames\video-1\frame_000084.png,selected,train,False,False
video-1,video-1__f000403__t16.800,16.8,data\frames\video-1\frame_000085.png,selected,train,False,False
video-1,video-1__f000408__t17.000,17.0,data\frames\video-1\frame_000086.png,selected,train,False,False
video-1,video-1__f000413__t17.200,17.2,data\frames\video-1\frame_000087.png,selected,train,False,False
video-1,video-1__f000418__t17.400,17.4,data\frames\video-1\frame_000088.png,selected,train,True,False
video-1,video-1__f000422__t17.600,17.6,data\frames\video-1\frame_000089.png,selected,train,False,False
video-1,video-1__f000427__t17.800,17.8,data\frames\video-1\frame_000090.png,selected,train,False,False
video-1,video-1__f000432__t18.000,18.0,data\frames\video-1\frame_000091.png,excluded_duplicate,train,False,False
video-1,video-1__f000437__t18.200,18.2,data\frames\video-1\frame_000092.png,selected,train,False,False
video-1,video-1__f000442__t18.400,18.4,data\frames\video-1\frame_000093.png,excluded_duplicate,train,True,False
video-1,video-1__f000446__t18.600,18.6,data\frames\video-1\frame_000094.png,selected,train,False,False
video-1,video-1__f000451__t18.800,18.8,data\frames\video-1\frame_000095.png,excluded_duplicate,train,False,False
video-1,video-1__f000456__t19.000,19.0,data\frames\video-1\frame_000096.png,selected,train,False,False
video-1,video-1__f000461__t19.200,19.2,data\frames\video-1\frame_000097.png,selected,train,False,False
video-1,video-1__f000466__t19.400,19.4,data\frames\video-1\frame_000098.png,selected,train,True,False
video-1,video-1__f000470__t19.600,19.6,data\frames\video-1\frame_000099.png,selected,train,False,False
video-1,video-1__f000475__t19.800,19.8,data\frames\video-1\frame_000100.png,selected,train,False,False
video-1,video-1__f000480__t20.000,20.0,data\frames\video-1\frame_000101.png,selected,train,False,False
video-1,video-1__f000485__t20.200,20.2,data\frames\video-1\frame_000102.png,selected,train,False,False
video-1,video-1__f000490__t20.400,20.4,data\frames\video-1\frame_000103.png,selected,train,True,False
video-1,video-1__f000494__t20.600,20.6,data\frames\video-1\frame_000104.png,selected,train,False,False
video-1,video-1__f000499__t20.800,20.8,data\frames\video-1\frame_000105.png,selected,train,False,False
video-1,video-1__f000504__t21.000,21.0,data\frames\video-1\frame_000106.png,selected,train,False,False
video-1,video-1__f000509__t21.200,21.2,data\frames\video-1\frame_000107.png,selected,train,False,False
video-1,video-1__f000514__t21.400,21.4,data\frames\video-1\frame_000108.png,selected,train,True,False
video-1,video-1__f000518__t21.600,21.6,data\frames\video-1\frame_000109.png,selected,train,False,False
video-1,video-1__f000523__t21.800,21.8,data\frames\video-1\frame_000110.png,selected,train,False,False
video-1,video-1__f000528__t22.000,22.0,data\frames\video-1\frame_000111.png,selected,train,False,False
video-1,video-1__f000533__t22.200,22.2,data\frames\video-1\frame_000112.png,selected,train,False,False
video-1,video-1__f000538__t22.400,22.4,data\frames\video-1\frame_000113.png,selected,train,True,False
video-1,video-1__f000542__t22.600,22.6,data\frames\video-1\frame_000114.png,selected,train,False,False
video-1,video-1__f000547__t22.800,22.8,data\frames\video-1\frame_000115.png,selected,train,False,False
video-1,video-1__f000552__t23.000,23.0,data\frames\video-1\frame_000116.png,selected,train,False,False
video-1,video-1__f000557__t23.200,23.2,data\frames\video-1\frame_000117.png,selected,train,False,False
video-1,video-1__f000562__t23.400,23.4,data\frames\video-1\frame_000118.png,selected,train,True,False
video-1,video-1__f000566__t23.600,23.6,data\frames\video-1\frame_000119.png,selected,train,False,False
video-1,video-1__f000571__t23.800,23.8,data\frames\video-1\frame_000120.png,selected,train,False,False
video-1,video-1__f000576__t24.000,24.0,data\frames\video-1\frame_000121.png,selected,train,False,False
video-1,video-1__f000581__t24.200,24.2,data\frames\video-1\frame_000122.png,selected,train,False,False
video-1,video-1__f000586__t24.400,24.4,data\frames\video-1\frame_000123.png,selected,train,True,False
video-1,video-1__f000590__t24.600,24.6,data\frames\video-1\frame_000124.png,selected,train,False,False
video-1,video-1__f000595__t24.800,24.8,data\frames\video-1\frame_000125.png,selected,train,False,False
video-1,video-1__f000600__t25.000,25.0,data\frames\video-1\frame_000126.png,selected,train,False,False
video-1,video-1__f000605__t25.200,25.2,data\frames\video-1\frame_000127.png,selected,train,False,False
video-1,video-1__f000610__t25.400,25.4,data\frames\video-1\frame_000128.png,selected,train,True,False
video-1,video-1__f000614__t25.600,25.6,data\frames\video-1\frame_000129.png,selected,train,False,False
video-1,video-1__f000619__t25.800,25.8,data\frames\video-1\frame_000130.png,selected,train,False,False
video-1,video-1__f000624__t26.000,26.0,data\frames\video-1\frame_000131.png,selected,train,False,False
video-1,video-1__f000629__t26.200,26.2,data\frames\video-1\frame_000132.png,selected,train,False,False
video-1,video-1__f000634__t26.400,26.4,data\frames\video-1\frame_000133.png,selected,train,True,False
video-1,video-1__f000638__t26.600,26.6,data\frames\video-1\frame_000134.png,selected,train,False,False
video-1,video-1__f000643__t26.800,26.8,data\frames\video-1\frame_000135.png,selected,train,False,False
video-1,video-1__f000648__t27.000,27.0,data\frames\video-1\frame_000136.png,selected,train,False,False
video-1,video-1__f000653__t27.200,27.2,data\frames\video-1\frame_000137.png,selected,train,False,False
video-1,video-1__f000658__t27.400,27.4,data\frames\video-1\frame_000138.png,selected,train,True,False
video-1,video-1__f000662__t27.600,27.6,data\frames\video-1\frame_000139.png,selected,train,False,False
video-1,video-1__f000667__t27.800,27.8,data\frames\video-1\frame_000140.png,selected,train,False,False
video-1,video-1__f000672__t28.000,28.0,data\frames\video-1\frame_000141.png,selected,train,False,False
video-1,video-1__f000677__t28.200,28.2,data\frames\video-1\frame_000142.png,selected,train,False,False
video-1,video-1__f000682__t28.400,28.4,data\frames\video-1\frame_000143.png,selected,train,True,False
video-1,video-1__f000686__t28.600,28.6,data\frames\video-1\frame_000144.png,selected,train,False,False
video-1,video-1__f000691__t28.800,28.8,data\frames\video-1\frame_000145.png,selected,train,False,False
video-1,video-1__f000696__t29.000,29.0,data\frames\video-1\frame_000146.png,selected,train,False,False
video-1,video-1__f000701__t29.200,29.2,data\frames\video-1\frame_000147.png,selected,train,False,False
video-1,video-1__f000706__t29.400,29.4,data\frames\video-1\frame_000148.png,selected,train,True,False
video-1,video-1__f000710__t29.600,29.6,data\frames\video-1\frame_000149.png,selected,train,False,False
video-1,video-1__f000715__t29.800,29.8,data\frames\video-1\frame_000150.png,selected,train,False,False
video-1,video-1__f000720__t30.000,30.0,data\frames\video-1\frame_000151.png,selected,train,False,False
video-1,video-1__f000725__t30.200,30.2,data\frames\video-1\frame_000152.png,selected,train,False,False
video-1,video-1__f000730__t30.400,30.4,data\frames\video-1\frame_000153.png,selected,train,True,False
video-1,video-1__f000734__t30.600,30.6,data\frames\video-1\frame_000154.png,selected,train,False,False
video-1,video-1__f000739__t30.800,30.8,data\frames\video-1\frame_000155.png,selected,train,False,False
video-1,video-1__f000744__t31.000,31.0,data\frames\video-1\frame_000156.png,excluded_duplicate,train,False,False
video-1,video-1__f000749__t31.200,31.2,data\frames\video-1\frame_000157.png,selected,train,False,False
video-1,video-1__f000754__t31.400,31.4,data\frames\video-1\frame_000158.png,selected,train,True,False
video-1,video-1__f000758__t31.600,31.6,data\frames\video-1\frame_000159.png,selected,train,False,False
video-1,video-1__f000763__t31.800,31.8,data\frames\video-1\frame_000160.png,selected,train,False,False
video-1,video-1__f000768__t32.000,32.0,data\frames\video-1\frame_000161.png,selected,train,False,False
video-1,video-1__f000773__t32.200,32.2,data\frames\video-1\frame_000162.png,selected,train,False,False
video-1,video-1__f000778__t32.400,32.4,data\frames\video-1\frame_000163.png,selected,train,True,False
video-1,video-1__f000782__t32.600,32.6,data\frames\video-1\frame_000164.png,selected,train,False,False
video-1,video-1__f000787__t32.800,32.8,data\frames\video-1\frame_000165.png,selected,train,False,False
video-1,video-1__f000792__t33.000,33.0,data\frames\video-1\frame_000166.png,selected,train,False,False
video-1,video-1__f000797__t33.200,33.2,data\frames\video-1\frame_000167.png,selected,train,False,False
video-1,video-1__f000801__t33.400,33.4,data\frames\video-1\frame_000168.png,selected,train,True,False
video-1,video-1__f000806__t33.600,33.6,data\frames\video-1\frame_000169.png,selected,train,False,False
video-1,video-1__f000811__t33.800,33.8,data\frames\video-1\frame_000170.png,selected,train,False,False
video-1,video-1__f000816__t34.000,34.0,data\frames\video-1\frame_000171.png,selected,train,False,False
video-1,video-1__f000821__t34.200,34.2,data\frames\video-1\frame_000172.png,selected,train,False,False
video-1,video-1__f000825__t34.400,34.4,data\frames\video-1\frame_000173.png,selected,train,True,False
video-1,video-1__f000830__t34.600,34.6,data\frames\video-1\frame_000174.png,selected,train,False,False
video-1,video-1__f000835__t34.800,34.8,data\frames\video-1\frame_000175.png,selected,train,False,False
video-1,video-1__f000840__t35.000,35.0,data\frames\video-1\frame_000176.png,selected,train,False,False
video-1,video-1__f000845__t35.200,35.2,data\frames\video-1\frame_000177.png,selected,train,False,False
video-1,video-1__f000849__t35.400,35.4,data\frames\video-1\frame_000178.png,selected,train,True,False
video-1,video-1__f000854__t35.600,35.6,data\frames\video-1\frame_000179.png,selected,train,False,False
video-1,video-1__f000859__t35.800,35.8,data\frames\video-1\frame_000180.png,selected,train,False,False
video-1,video-1__f000864__t36.000,36.0,data\frames\video-1\frame_000181.png,selected,train,False,False
video-1,video-1__f000869__t36.200,36.2,data\frames\video-1\frame_000182.png,selected,train,False,False
video-1,video-1__f000873__t36.400,36.4,data\frames\video-1\frame_000183.png,selected,train,True,False
video-1,video-1__f000878__t36.600,36.6,data\frames\video-1\frame_000184.png,selected,train,False,False
video-1,video-1__f000883__t36.800,36.8,data\frames\video-1\frame_000185.png,selected,train,False,False
video-1,video-1__f000888__t37.000,37.0,data\frames\video-1\frame_000186.png,selected,train,False,False
video-1,video-1__f000893__t37.200,37.2,data\frames\video-1\frame_000187.png,selected,train,False,False
video-1,video-1__f000897__t37.400,37.4,data\frames\video-1\frame_000188.png,selected,train,True,False
video-1,video-1__f000902__t37.600,37.6,data\frames\video-1\frame_000189.png,selected,train,False,False
video-1,video-1__f000907__t37.800,37.8,data\frames\video-1\frame_000190.png,selected,train,False,False
video-1,video-1__f000912__t38.000,38.0,data\frames\video-1\frame_000191.png,selected,train,False,False
video-1,video-1__f000917__t38.200,38.2,data\frames\video-1\frame_000192.png,selected,train,False,False
video-1,video-1__f000921__t38.400,38.4,data\frames\video-1\frame_000193.png,selected,train,True,False
video-1,video-1__f000926__t38.600,38.6,data\frames\video-1\frame_000194.png,selected,train,False,False
video-1,video-1__f000931__t38.800,38.8,data\frames\video-1\frame_000195.png,selected,train,False,False
video-1,video-1__f000936__t39.000,39.0,data\frames\video-1\frame_000196.png,selected,train,False,False
video-1,video-1__f000941__t39.200,39.2,data\frames\video-1\frame_000197.png,selected,train,False,False
video-1,video-1__f000945__t39.400,39.4,data\frames\video-1\frame_000198.png,selected,train,True,False
video-1,video-1__f000950__t39.600,39.6,data\frames\video-1\frame_000199.png,selected,train,False,False
video-1,video-1__f000955__t39.800,39.8,data\frames\video-1\frame_000200.png,selected,train,False,False
video-1,video-1__f000960__t40.000,40.0,data\frames\video-1\frame_000201.png,selected,train,False,False
video-1,video-1__f000965__t40.200,40.2,data\frames\video-1\frame_000202.png,selected,train,False,False
video-1,video-1__f000969__t40.400,40.4,data\frames\video-1\frame_000203.png,selected,train,True,False
video-1,video-1__f000974__t40.600,40.6,data\frames\video-1\frame_000204.png,selected,train,False,False
video-1,video-1__f000979__t40.800,40.8,data\frames\video-1\frame_000205.png,selected,train,False,False
video-1,video-1__f000984__t41.000,41.0,data\frames\video-1\frame_000206.png,excluded_duplicate,train,False,False
video-1,video-1__f000989__t41.200,41.2,data\frames\video-1\frame_000207.png,selected,train,False,False
video-1,video-1__f000993__t41.400,41.4,data\frames\video-1\frame_000208.png,selected,train,True,False
video-1,video-1__f000998__t41.600,41.6,data\frames\video-1\frame_000209.png,selected,train,False,False
video-1,video-1__f001003__t41.800,41.8,data\frames\video-1\frame_000210.png,selected,train,False,False
video-1,video-1__f001008__t42.000,42.0,data\frames\video-1\frame_000211.png,selected,train,False,False
video-1,video-1__f001013__t42.200,42.2,data\frames\video-1\frame_000212.png,selected,train,False,False
video-1,video-1__f001017__t42.400,42.4,data\frames\video-1\frame_000213.png,selected,train,True,False
video-1,video-1__f001022__t42.600,42.6,data\frames\video-1\frame_000214.png,selected,train,False,False
video-1,video-1__f001027__t42.800,42.8,data\frames\video-1\frame_000215.png,selected,train,False,False
video-1,video-1__f001032__t43.000,43.0,data\frames\video-1\frame_000216.png,selected,train,False,False
video-1,video-1__f001037__t43.200,43.2,data\frames\video-1\frame_000217.png,selected,train,False,False
video-1,video-1__f001041__t43.400,43.4,data\frames\video-1\frame_000218.png,selected,train,True,False
video-1,video-1__f001046__t43.600,43.6,data\frames\video-1\frame_000219.png,excluded_duplicate,train,False,False
video-1,video-1__f001051__t43.800,43.8,data\frames\video-1\frame_000220.png,selected,train,False,False
video-1,video-1__f001056__t44.000,44.0,data\frames\video-1\frame_000221.png,selected,train,False,False
video-1,video-1__f001061__t44.200,44.2,data\frames\video-1\frame_000222.png,selected,train,False,False
video-1,video-1__f001065__t44.400,44.4,data\frames\video-1\frame_000223.png,selected,train,True,False
video-1,video-1__f001070__t44.600,44.6,data\frames\video-1\frame_000224.png,excluded_duplicate,train,False,False
video-1,video-1__f001075__t44.800,44.8,data\frames\video-1\frame_000225.png,selected,train,False,False
video-1,video-1__f001080__t45.000,45.0,data\frames\video-1\frame_000226.png,excluded_duplicate,train,False,False
video-1,video-1__f001085__t45.200,45.2,data\frames\video-1\frame_000227.png,excluded_duplicate,train,False,False
video-1,video-1__f001089__t45.400,45.4,data\frames\video-1\frame_000228.png,selected,train,True,False
video-1,video-1__f001094__t45.600,45.6,data\frames\video-1\frame_000229.png,selected,train,False,False
video-1,video-1__f001099__t45.800,45.8,data\frames\video-1\frame_000230.png,excluded_duplicate,train,False,False
video-1,video-1__f001104__t46.000,46.0,data\frames\video-1\frame_000231.png,selected,train,False,False
video-1,video-1__f001109__t46.200,46.2,data\frames\video-1\frame_000232.png,selected,train,False,False
video-1,video-1__f001113__t46.400,46.4,data\frames\video-1\frame_000233.png,selected,train,True,False
video-1,video-1__f001118__t46.600,46.6,data\frames\video-1\frame_000234.png,excluded_duplicate,train,False,False
video-1,video-1__f001123__t46.800,46.8,data\frames\video-1\frame_000235.png,selected,train,False,False
video-1,video-1__f001128__t47.000,47.0,data\frames\video-1\frame_000236.png,selected,train,False,False
video-1,video-1__f001133__t47.200,47.2,data\frames\video-1\frame_000237.png,selected,train,False,False
video-1,video-1__f001137__t47.400,47.4,data\frames\video-1\frame_000238.png,selected,train,True,False
video-1,video-1__f001142__t47.600,47.6,data\frames\video-1\frame_000239.png,selected,train,False,False
video-1,video-1__f001147__t47.800,47.8,data\frames\video-1\frame_000240.png,selected,train,False,False
video-1,video-1__f001152__t48.000,48.0,data\frames\video-1\frame_000241.png,selected,train,False,False
video-1,video-1__f001157__t48.200,48.2,data\frames\video-1\frame_000242.png,selected,train,False,False
video-1,video-1__f001161__t48.400,48.4,data\frames\video-1\frame_000243.png,selected,train,True,False
video-1,video-1__f001166__t48.600,48.6,data\frames\video-1\frame_000244.png,selected,train,False,False
video-1,video-1__f001171__t48.800,48.8,data\frames\video-1\frame_000245.png,selected,train,False,False
video-1,video-1__f001176__t49.000,49.0,data\frames\video-1\frame_000246.png,selected,train,False,False
video-1,video-1__f001181__t49.200,49.2,data\frames\video-1\frame_000247.png,selected,train,False,False
video-1,video-1__f001185__t49.400,49.4,data\frames\video-1\frame_000248.png,selected,train,True,False
video-1,video-1__f001190__t49.600,49.6,data\frames\video-1\frame_000249.png,selected,train,False,False
video-1,video-1__f001195__t49.800,49.8,data\frames\video-1\frame_000250.png,selected,train,False,False
video-1,video-1__f001200__t50.000,50.0,data\frames\video-1\frame_000251.png,excluded_duplicate,train,False,False
video-1,video-1__f001205__t50.200,50.2,data\frames\video-1\frame_000252.png,selected,train,False,False
video-1,video-1__f001209__t50.400,50.4,data\frames\video-1\frame_000253.png,excluded_duplicate,train,True,False
video-1,video-1__f001214__t50.600,50.6,data\frames\video-1\frame_000254.png,excluded_duplicate,train,False,False
video-1,video-1__f001219__t50.800,50.8,data\frames\video-1\frame_000255.png,selected,train,False,False
video-1,video-1__f001224__t51.000,51.0,data\frames\video-1\frame_000256.png,excluded_duplicate,train,False,False
video-1,video-1__f001229__t51.200,51.2,data\frames\video-1\frame_000257.png,excluded_duplicate,train,False,False
video-1,video-1__f001233__t51.400,51.4,data\frames\video-1\frame_000258.png,excluded_duplicate,train,True,False
video-1,video-1__f001238__t51.600,51.6,data\frames\video-1\frame_000259.png,excluded_duplicate,train,False,False
video-1,video-1__f001243__t51.800,51.8,data\frames\video-1\frame_000260.png,excluded_duplicate,train,False,False
video-1,video-1__f001248__t52.000,52.0,data\frames\video-1\frame_000261.png,excluded_duplicate,train,False,False
video-1,video-1__f001253__t52.200,52.2,data\frames\video-1\frame_000262.png,excluded_duplicate,train,False,False
video-1,video-1__f001257__t52.400,52.4,data\frames\video-1\frame_000263.png,excluded_duplicate,train,True,False
video-1,video-1__f001262__t52.600,52.6,data\frames\video-1\frame_000264.png,selected,train,False,False
video-1,video-1__f001267__t52.800,52.8,data\frames\video-1\frame_000265.png,excluded_duplicate,train,False,False
video-1,video-1__f001272__t53.000,53.0,data\frames\video-1\frame_000266.png,selected,train,False,False
video-1,video-1__f001277__t53.200,53.2,data\frames\video-1\frame_000267.png,selected,train,False,False
video-1,video-1__f001281__t53.400,53.4,data\frames\video-1\frame_000268.png,selected,train,True,False
video-1,video-1__f001286__t53.600,53.6,data\frames\video-1\frame_000269.png,selected,train,False,False
video-1,video-1__f001291__t53.800,53.8,data\frames\video-1\frame_000270.png,selected,train,False,False
video-1,video-1__f001296__t54.000,54.0,data\frames\video-1\frame_000271.png,selected,train,False,False
video-1,video-1__f001301__t54.200,54.2,data\frames\video-1\frame_000272.png,selected,train,False,False
video-1,video-1__f001305__t54.400,54.4,data\frames\video-1\frame_000273.png,excluded_duplicate,train,True,False
video-1,video-1__f001310__t54.600,54.6,data\frames\video-1\frame_000274.png,selected,train,False,False
video-1,video-1__f001315__t54.800,54.8,data\frames\video-1\frame_000275.png,selected,train,False,False
video-1,video-1__f001320__t55.000,55.0,data\frames\video-1\frame_000276.png,selected,train,False,False
video-1,video-1__f001325__t55.200,55.2,data\frames\video-1\frame_000277.png,excluded_duplicate,train,False,False
video-1,video-1__f001329__t55.400,55.4,data\frames\video-1\frame_000278.png,selected,train,True,False
video-1,video-1__f001334__t55.600,55.6,data\frames\video-1\frame_000279.png,selected,train,False,False
video-1,video-1__f001339__t55.800,55.8,data\frames\video-1\frame_000280.png,selected,train,False,False
video-1,video-1__f001344__t56.000,56.0,data\frames\video-1\frame_000281.png,selected,train,False,False
video-1,video-1__f001349__t56.200,56.2,data\frames\video-1\frame_000282.png,selected,train,False,False
video-1,video-1__f001353__t56.400,56.4,data\frames\video-1\frame_000283.png,selected,train,True,False
video-1,video-1__f001358__t56.600,56.6,data\frames\video-1\frame_000284.png,selected,train,False,False
video-1,video-1__f001363__t56.800,56.8,data\frames\video-1\frame_000285.png,selected,train,False,False
video-1,video-1__f001368__t57.000,57.0,data\frames\video-1\frame_000286.png,selected,train,False,False
video-1,video-1__f001373__t57.200,57.2,data\frames\video-1\frame_000287.png,selected,train,False,False
video-1,video-1__f001377__t57.400,57.4,data\frames\video-1\frame_000288.png,selected,train,True,False
video-1,video-1__f001382__t57.600,57.6,data\frames\video-1\frame_000289.png,selected,train,False,False
video-1,video-1__f001387__t57.800,57.8,data\frames\video-1\frame_000290.png,selected,train,False,False
video-1,video-1__f001392__t58.000,58.0,data\frames\video-1\frame_000291.png,selected,train,False,False
video-1,video-1__f001397__t58.200,58.2,data\frames\video-1\frame_000292.png,selected,train,False,False
